Year,Make,Model,Trim,price,Mileage,Accidents,Owners,Usage,Title Details,Salvage Vehicle,Frame Damage,Theft History,Lemon Status,Certified Pre-Owned,Listed since,car_url,Miles_threshold,Days_on_market
2019,Toyota,RAV4,LE,20000.0,35680.0,0,1,Personal use only,Clean Title,No,No,No,No,No,2024-02-16,https://www.edmunds.com/toyota/rav4/2019/vin/JTMG1RFV6KJ011326/?radius=25,75000,61.0
2021,Toyota,RAV4,XLE,20488.0,41485.0,0,1,Personal use,Clean Title,No,No,No,No,No,2024-03-26,https://www.edmunds.com/toyota/rav4/2021/vin/2T3W1RFV4MC091369/?radius=25,45000,22.0
2019,Toyota,RAV4,LE,21420.0,25883.0,0,1,Personal use only,Clean Title,No,No,No,No,No,2024-02-08,https://www.edmunds.com/toyota/rav4/2019/vin/JTMF1RFV7KD506533/?radius=25,75000,69.0
2021,Toyota,RAV4,LE,21907.0,30350.0,0,1,Personal use,Clean Title,No,No,No,No,No,2024-02-23,https://www.edmunds.com/toyota/rav4/2021/vin/2T3G1RFV2MC163013/?radius=25,45000,54.0
2021,Toyota,RAV4,LE,21959.0,44766.0,0,1,Personal use,Clean Title,No,No,No,No,No,2024-02-29,https://www.edmunds.com/toyota/rav4/2021/vin/2T3F1RFV5MC191254/?radius=25,45000,48.0
2020,Toyota,RAV4,LE,21980.0,33025.0,0,1,Personal use,Clean Title,No,No,No,No,No,2023-11-07,https://www.edmunds.com/toyota/rav4/2020/vin/2T3F1RFV2LC136419/?radius=25,60000,162.0
2021,Toyota,RAV4,LE,21995.0,25673.0,0,1,Personal use,Clean Title,No,No,No,No,No,2024-02-09,https://www.edmunds.com/toyota/rav4/2021/vin/2T3F1RFV3MC174923/?radius=25,45000,68.0
2020,Toyota,RAV4,LE,22693.0,17102.0,0,1,Personal use,Clean Title,No,No,No,No,No,2024-02-11,https://www.edmunds.com/toyota/rav4/2020/vin/2T3F1RFV4LW132709/?radius=25,60000,66.0
2021,Toyota,RAV4,XLE,22990.0,32669.0,0,1,Personal use,Clean Title,No,No,No,No,No,2024-01-31,https://www.edmunds.com/toyota/rav4/2021/vin/2T3P1RFV8MW176492/?radius=25,45000,77.0
2019,Toyota,RAV4,LE,22995.0,47400.0,0,1,Personal use,Clean Title,No,No,No,No,No,2024-04-08,https://www.edmunds.com/toyota/rav4/2019/vin/2T3G1RFV8KW058875/?radius=25,75000,9.0
2019,Toyota,RAV4,LE,22998.0,70429.0,0,1,Personal use,Clean Title,No,No,No,No,No,,https://www.edmunds.com/toyota/rav4/2019/vin/JTMG1RFV9KD512581/?radius=25,75000,
2020,Toyota,RAV4,LE,22999.0,33662.0,0,1,Personal use only,Clean Title,No,No,No,No,No,2024-03-23,https://www.edmunds.com/toyota/rav4/2020/vin/2T3F1RFV6LC065936/?radius=25,60000,25.0
2019,Toyota,RAV4,XLE,23198.0,49710.0,0,1,Personal use only,Clean Title,No,No,No,No,No,2023-12-13,https://www.edmunds.com/toyota/rav4/2019/vin/2T3P1RFV6KC027772/?radius=25,75000,126.0
2021,Toyota,RAV4,LE,23259.0,39556.0,0,1,Personal use,Clean Title,No,No,No,No,Yes,2023-11-07,https://www.edmunds.com/toyota/rav4/2021/vin/2T3F1RFV4MW146319/?radius=25,45000,162.0
2021,Toyota,RAV4,LE,23264.0,32568.0,0,1,Personal use,Clean Title,No,No,No,No,No,2024-01-15,https://www.edmunds.com/toyota/rav4/2021/vin/2T3F1RFV8MC164095/?radius=25,45000,93.0
2021,Toyota,RAV4,LE,23523.0,44043.0,0,1,Personal use,Clean Title,No,No,No,No,No,,https://www.edmunds.com/toyota/rav4/2021/vin/2T3F1RFV9MW161429/?radius=25,45000,
2021,Toyota,RAV4,LE,23555.0,43313.0,0,1,Personal use,Clean Title,No,No,No,No,No,2024-03-15,https://www.edmunds.com/toyota/rav4/2021/vin/2T3F1RFV8MC195976/?radius=25,45000,33.0
2020,Toyota,RAV4,LE,23638.0,39386.0,0,1,Personal use only,Clean Title,No,No,No,No,No,,https://www.edmunds.com/toyota/rav4/2020/vin/2T3F1RFV3LC073587/?radius=25,60000,
2021,Toyota,RAV4,LE,23791.0,36340.0,0,1,Personal use,Clean Title,No,No,No,No,No,2024-01-24,https://www.edmunds.com/toyota/rav4/2021/vin/2T3G1RFV8MC181693/?radius=25,45000,84.0
2021,Toyota,RAV4,LE,23829.0,20204.0,0,1,Personal use,Clean Title,No,No,No,No,No,2024-02-15,https://www.edmunds.com/toyota/rav4/2021/vin/2T3F1RFV7MC167781/?radius=25,45000,62.0
2020,Toyota,RAV4,LE,23856.0,51190.0,0,1,Personal use,Clean Title,No,No,No,No,No,,https://www.edmunds.com/toyota/rav4/2020/vin/2T3F1RFVXLC101840/?radius=25,60000,
2021,Toyota,RAV4,LE,23959.0,36429.0,0,1,Personal use,Clean Title,No,No,No,No,No,2024-01-25,https://www.edmunds.com/toyota/rav4/2021/vin/2T3F1RFV5MW143302/?radius=25,45000,83.0
2021,Toyota,RAV4,XLE,23990.0,26623.0,0,1,Personal use,Clean Title,No,No,No,No,No,2024-04-08,https://www.edmunds.com/toyota/rav4/2021/vin/2T3P1RFV7MC145686/?radius=25,45000,9.0
2021,Toyota,RAV4,LE,23991.0,28076.0,0,1,Personal use,Clean Title,No,No,No,No,No,2024-03-19,https://www.edmunds.com/toyota/rav4/2021/vin/2T3G1RFVXMC197393/?radius=25,45000,29.0
2021,Toyota,RAV4,LE,23995.0,33950.0,0,1,Personal use,Clean Title,No,No,No,No,No,2024-02-27,https://www.edmunds.com/toyota/rav4/2021/vin/2T3F1RFV0MC155780/?radius=25,45000,50.0
2021,Toyota,RAV4,LE,23995.0,33950.0,0,1,Personal use,Clean Title,No,No,No,No,No,2024-02-27,https://www.edmunds.com/toyota/rav4/2021/vin/2T3F1RFV0MC155780/?radius=25,45000,50.0
2020,Toyota,RAV4,XLE,23995.0,53034.0,0,1,Personal use only,Clean Title,No,No,No,No,No,,https://www.edmunds.com/toyota/rav4/2020/vin/2T3W1RFV8LW065645/?radius=25,60000,
2019,Toyota,RAV4,LE,23998.0,63522.0,0,1,Personal use only,Clean Title,No,No,No,No,No,,https://www.edmunds.com/toyota/rav4/2019/vin/2T3G1RFV0KW026101/?radius=25,75000,
2021,Toyota,RAV4,LE,23999.0,31539.0,0,1,Personal use,Clean Title,No,No,No,No,No,2024-02-01,https://www.edmunds.com/toyota/rav4/2021/vin/2T3F1RFV1MC150295/?radius=25,45000,76.0
2021,Toyota,RAV4,LE,23999.0,31086.0,0,1,Personal use,Clean Title,No,No,No,No,No,2024-01-06,https://www.edmunds.com/toyota/rav4/2021/vin/2T3F1RFV8MC148480/?radius=25,45000,102.0
2021,Toyota,RAV4,LE,24080.0,37015.0,0,1,Personal use,Clean Title,No,No,No,No,No,2024-03-27,https://www.edmunds.com/toyota/rav4/2021/vin/2T3F1RFVXMW197517/?radius=25,45000,21.0
2021,Toyota,RAV4,LE,24115.0,16242.0,0,1,Personal use,Clean Title,No,No,No,No,No,2024-03-05,https://www.edmunds.com/toyota/rav4/2021/vin/2T3F1RFV8MW156657/?radius=25,45000,43.0
2021,Toyota,RAV4,LE,24154.0,19150.0,0,1,Personal use,Clean Title,No,No,No,No,No,2024-03-08,https://www.edmunds.com/toyota/rav4/2021/vin/2T3F1RFV6MC178318/?radius=25,45000,40.0
2021,Toyota,RAV4,LE,24240.0,16424.0,0,1,Personal use,Clean Title,No,No,No,No,No,2024-02-20,https://www.edmunds.com/toyota/rav4/2021/vin/2T3F1RFV5MC179640/?radius=25,45000,57.0
2021,Toyota,RAV4,LE,24297.0,35439.0,0,1,Personal use,Clean Title,No,No,No,No,No,2024-04-01,https://www.edmunds.com/toyota/rav4/2021/vin/2T3F1RFV7MC154397/?radius=25,45000,16.0
2021,Toyota,RAV4,LE,24390.0,12551.0,0,1,Personal use,Clean Title,No,No,No,No,No,2024-04-06,https://www.edmunds.com/toyota/rav4/2021/vin/2T3F1RFV5MC211177/?radius=25,45000,11.0
2021,Toyota,RAV4,XLE,24390.0,40488.0,0,1,Personal use,Clean Title,No,No,No,No,No,2024-01-29,https://www.edmunds.com/toyota/rav4/2021/vin/2T3P1RFV7MW177634/?radius=25,45000,79.0
2021,Toyota,RAV4,LE,24395.0,28461.0,0,1,Personal use,Clean Title,No,No,No,No,No,,https://www.edmunds.com/toyota/rav4/2021/vin/2T3G1RFV6MC200855/?radius=25,45000,
2020,Toyota,RAV4,LE,24395.0,43841.0,0,1,Personal use,Clean Title,No,No,No,No,No,2024-02-06,https://www.edmunds.com/toyota/rav4/2020/vin/JTMG1RFV0LD061882/?radius=25,60000,71.0
2021,Toyota,RAV4,LE,24398.0,41251.0,0,1,Personal use,Clean Title,No,No,No,No,No,2024-03-29,https://www.edmunds.com/toyota/rav4/2021/vin/2T3G1RFV6MC199383/?radius=25,45000,19.0
2021,Toyota,RAV4,LE,24469.0,33817.0,0,1,Personal use,Clean Title,No,No,No,No,No,2024-02-28,https://www.edmunds.com/toyota/rav4/2021/vin/2T3F1RFVXMC202006/?radius=25,45000,49.0
2021,Toyota,RAV4,LE,24491.0,35084.0,0,1,Personal use,Clean Title,No,No,No,No,No,2024-02-17,https://www.edmunds.com/toyota/rav4/2021/vin/2T3F1RFV5MC173319/?radius=25,45000,60.0
2021,Toyota,RAV4,LE,24494.0,32554.0,0,1,Personal use,Clean Title,No,No,No,No,No,2024-03-19,https://www.edmunds.com/toyota/rav4/2021/vin/2T3F1RFV0MC168691/?radius=25,45000,29.0
2021,Toyota,RAV4,LE,24494.0,27635.0,0,1,Personal use,Clean Title,No,No,No,No,No,2024-03-08,https://www.edmunds.com/toyota/rav4/2021/vin/2T3F1RFV6MW181735/?radius=25,45000,40.0
2021,Toyota,RAV4,LE,24494.0,30831.0,0,1,Personal use,Clean Title,No,No,No,No,Yes,2024-03-28,https://www.edmunds.com/toyota/rav4/2021/vin/2T3G1RFV1MC226604/?radius=25,45000,20.0
2021,Toyota,RAV4,LE,24495.0,38811.0,0,1,Personal use,Clean Title,No,No,No,No,No,,https://www.edmunds.com/toyota/rav4/2021/vin/2T3G1RFV8MC199790/?radius=25,45000,
2020,Toyota,RAV4,LE,24499.0,41909.0,0,1,Personal use,Clean Title,No,No,No,No,No,2024-02-09,https://www.edmunds.com/toyota/rav4/2020/vin/2T3F1RFV3LC086517/?radius=25,60000,68.0
2021,Toyota,RAV4,LE,24599.0,20780.0,0,1,Personal use,Clean Title,No,No,No,No,No,2024-03-22,https://www.edmunds.com/toyota/rav4/2021/vin/2T3F1RFV0MC173583/?radius=25,45000,26.0
2021,Toyota,RAV4,LE,24599.0,29981.0,0,1,Personal use,Clean Title,No,No,No,No,No,,https://www.edmunds.com/toyota/rav4/2021/vin/2T3F1RFV6MC209566/?radius=25,45000,
2021,Toyota,RAV4,LE,24599.0,20780.0,0,1,Personal use,Clean Title,No,No,No,No,No,2024-03-22,https://www.edmunds.com/toyota/rav4/2021/vin/2T3F1RFV0MC173583/?radius=25,45000,26.0
2021,Toyota,RAV4,LE,24692.0,36675.0,0,1,Personal use,Clean Title,No,No,No,No,No,2024-01-26,https://www.edmunds.com/toyota/rav4/2021/vin/2T3G1RFV8MC177031/?radius=25,45000,82.0
2021,Toyota,RAV4,LE,24699.0,22620.0,0,1,Personal use,Clean Title,No,No,No,No,No,2024-04-06,https://www.edmunds.com/toyota/rav4/2021/vin/2T3G1RFV4MC192383/?radius=25,45000,11.0
2021,Toyota,RAV4,LE,24791.0,20201.0,0,1,Personal use,Clean Title,No,No,No,No,No,2024-03-30,https://www.edmunds.com/toyota/rav4/2021/vin/2T3F1RFV5MW170838/?radius=25,45000,18.0
2021,Toyota,RAV4,XLE,24795.0,34729.0,0,1,Personal use,Clean Title,No,No,No,No,No,2024-02-17,https://www.edmunds.com/toyota/rav4/2021/vin/2T3P1RFV8MW200189/?radius=25,45000,60.0
2021,Toyota,RAV4,LE,24817.0,32489.0,0,1,Personal use,Clean Title,No,No,No,No,No,2024-04-10,https://www.edmunds.com/toyota/rav4/2021/vin/2T3F1RFVXMC197180/?radius=25,45000,7.0
2020,Toyota,RAV4,LE,24848.0,38160.0,0,1,Personal use,Clean Title,No,No,No,No,No,2024-01-17,https://www.edmunds.com/toyota/rav4/2020/vin/2T3F1RFV9LC076333/?radius=25,60000,91.0
2021,Toyota,RAV4,LE,24888.0,34062.0,0,1,Personal use,Clean Title,No,No,No,No,No,2024-04-05,https://www.edmunds.com/toyota/rav4/2021/vin/2T3F1RFVXMC205455/?radius=25,45000,12.0
2021,Toyota,RAV4,LE,24895.0,13012.0,0,1,Personal use,Clean Title,No,No,No,No,No,2024-03-20,https://www.edmunds.com/toyota/rav4/2021/vin/2T3F1RFV8MW157601/?radius=25,45000,28.0
2021,Toyota,RAV4,XLE,24952.0,35857.0,0,1,Personal use,Clean Title,No,No,No,No,Yes,2024-03-16,https://www.edmunds.com/toyota/rav4/2021/vin/JTMP1RFV2MD075638/?radius=25,45000,32.0
2020,Toyota,RAV4,LE,24958.0,37930.0,0,1,Personal use,Clean Title,No,No,No,No,No,,https://www.edmunds.com/toyota/rav4/2020/vin/2T3G1RFV6LC105694/?radius=25,60000,
2021,Toyota,RAV4,LE,24959.0,31703.0,0,1,Personal use,Clean Title,No,No,No,No,No,2024-04-05,https://www.edmunds.com/toyota/rav4/2021/vin/2T3F1RFV1MC202430/?radius=25,45000,12.0
2020,Toyota,RAV4,LE,24959.0,48110.0,0,1,Personal use only,Clean Title,No,No,No,No,No,2024-04-10,https://www.edmunds.com/toyota/rav4/2020/vin/2T3F1RFV4LW117367/?radius=25,60000,7.0
2019,Toyota,RAV4,LE,24967.0,43271.0,0,1,Personal use,Clean Title,No,No,No,No,No,,https://www.edmunds.com/toyota/rav4/2019/vin/2T3H1RFV1KW040822/?radius=25,75000,
2021,Toyota,RAV4,XLE,24986.0,22572.0,0,1,Personal use,Clean Title,No,No,No,No,No,2024-02-17,https://www.edmunds.com/toyota/rav4/2021/vin/2T3P1RFV7MC189753/?radius=25,45000,60.0
2021,Toyota,RAV4,XLE,24989.0,43695.0,0,1,Personal use,Clean Title,No,No,No,No,No,2024-03-01,https://www.edmunds.com/toyota/rav4/2021/vin/2T3P1RFVXMW178079/?radius=25,45000,47.0
2019,Toyota,RAV4,LE,24990.0,36812.0,0,1,Personal use,Clean Title,No,No,No,No,No,2024-03-29,https://www.edmunds.com/toyota/rav4/2019/vin/2T3H1RFVXKW038146/?radius=25,75000,19.0
2021,Toyota,RAV4,LE,24990.0,32852.0,0,1,Personal use,Clean Title,No,No,No,No,No,,https://www.edmunds.com/toyota/rav4/2021/vin/2T3F1RFV3MC175389/?radius=25,45000,
2020,Toyota,RAV4,LE,24992.0,41193.0,0,1,Personal use,Clean Title,No,No,No,No,No,2024-03-07,https://www.edmunds.com/toyota/rav4/2020/vin/2T3F1RFV9LC138944/?radius=25,60000,41.0
2019,Toyota,RAV4,LE,24994.0,20711.0,0,1,Personal use,Clean Title,No,No,No,No,No,2024-04-01,https://www.edmunds.com/toyota/rav4/2019/vin/2T3G1RFV5KW052600/?radius=25,75000,16.0
2021,Toyota,RAV4,LE,24995.0,31148.0,0,1,Personal use,Clean Title,No,No,No,No,Yes,2024-04-02,https://www.edmunds.com/toyota/rav4/2021/vin/JTMG1RFV9MD075684/?radius=25,45000,15.0
2021,Toyota,RAV4,LE,24995.0,33620.0,0,1,Personal use,Clean Title,No,No,No,No,No,2024-03-29,https://www.edmunds.com/toyota/rav4/2021/vin/2T3F1RFV3MC210125/?radius=25,45000,19.0
2020,Toyota,RAV4,Base,24998.0,47435.0,0,1,Personal use only,Clean Title,No,No,No,No,No,,https://www.edmunds.com/toyota/rav4/2020/vin/2T3H1RFV1LC064959/?radius=25,60000,
2021,Toyota,RAV4,LE,24998.0,36188.0,0,1,Personal use only,Clean Title,No,No,No,No,No,,https://www.edmunds.com/toyota/rav4/2021/vin/2T3H1RFV7MW126526/?radius=25,45000,
2019,Toyota,RAV4,LE,24998.0,45319.0,0,1,Personal use only,Clean Title,No,No,No,No,No,,https://www.edmunds.com/toyota/rav4/2019/vin/2T3F1RFV4KC025594/?radius=25,75000,
2019,Toyota,RAV4,LE,24998.0,39067.0,0,1,Personal use,Clean Title,No,No,No,No,No,,https://www.edmunds.com/toyota/rav4/2019/vin/2T3H1RFV3KW040739/?radius=25,75000,
2019,Toyota,RAV4,LE,24998.0,32410.0,0,1,Personal use only,Clean Title,No,No,No,No,No,,https://www.edmunds.com/toyota/rav4/2019/vin/JTMH1RFVXKD514473/?radius=25,75000,
2019,Toyota,RAV4,LE,24998.0,37108.0,0,1,Personal use,Clean Title,No,No,No,No,No,,https://www.edmunds.com/toyota/rav4/2019/vin/2T3H1RFV2KW040988/?radius=25,75000,
2019,Toyota,RAV4,LE,24998.0,32405.0,0,1,Personal use only,Clean Title,No,No,No,No,No,,https://www.edmunds.com/toyota/rav4/2019/vin/JTMK1RFV5KJ008492/?radius=25,75000,
2020,Toyota,RAV4,LE,24998.0,22155.0,0,1,Personal use,Clean Title,No,No,No,No,No,,https://www.edmunds.com/toyota/rav4/2020/vin/2T3F1RFV9LC104373/?radius=25,60000,
2021,Toyota,RAV4,LE,24999.0,25558.0,0,1,Personal use,Clean Title,No,No,No,No,No,2024-01-26,https://www.edmunds.com/toyota/rav4/2021/vin/2T3F1RFV7MC174133/?radius=25,45000,82.0
2021,Toyota,RAV4,XLE,24999.0,40510.0,0,1,Personal use,Clean Title,No,No,No,No,No,2024-03-20,https://www.edmunds.com/toyota/rav4/2021/vin/2T3P1RFV0MC193529/?radius=25,45000,28.0
2021,Toyota,RAV4,LE,24999.0,21308.0,0,1,Personal use,Clean Title,No,No,No,No,No,2024-03-31,https://www.edmunds.com/toyota/rav4/2021/vin/2T3G1RFV9MW227952/?radius=25,45000,17.0
2021,Toyota,RAV4,LE,25000.0,27678.0,0,1,Personal use,Clean Title,No,No,No,No,No,2024-03-29,https://www.edmunds.com/toyota/rav4/2021/vin/2T3F1RFVXMW152609/?radius=25,45000,19.0
2021,Toyota,RAV4,XLE,25000.0,40303.0,0,1,Personal use,Clean Title,No,No,No,No,No,2024-02-24,https://www.edmunds.com/toyota/rav4/2021/vin/2T3A1RFV9MW200210/?radius=25,45000,53.0
2021,Toyota,RAV4,LE,25000.0,31268.0,0,1,Personal use,Clean Title,No,No,No,No,No,,https://www.edmunds.com/toyota/rav4/2021/vin/2T3H1RFV9MW139150/?radius=25,45000,
2020,Toyota,RAV4,XLE,25088.0,22342.0,0,1,Personal use,Clean Title,No,No,No,No,No,2024-01-31,https://www.edmunds.com/toyota/rav4/2020/vin/JTMP1RFVXLD049917/?radius=25,60000,77.0
2021,Toyota,RAV4,LE,25099.0,22579.0,0,1,Personal use,Clean Title,No,No,No,No,No,,https://www.edmunds.com/toyota/rav4/2021/vin/2T3G1RFV7MC163895/?radius=25,45000,
2021,Toyota,RAV4,XLE,25221.0,42555.0,0,1,Personal use,Clean Title,No,No,No,No,No,,https://www.edmunds.com/toyota/rav4/2021/vin/2T3P1RFV1MC200925/?radius=25,45000,
2021,Toyota,RAV4,LE,25231.0,18402.0,0,1,Personal use,Clean Title,No,No,No,No,No,2024-03-02,https://www.edmunds.com/toyota/rav4/2021/vin/2T3G1RFV0MC222561/?radius=25,45000,46.0
2021,Toyota,RAV4,LE,25238.0,16119.0,0,1,Personal use,Clean Title,No,No,No,No,No,2024-03-01,https://www.edmunds.com/toyota/rav4/2021/vin/2T3F1RFV6MC203914/?radius=25,45000,47.0
2020,Toyota,RAV4,LE,25249.0,33714.0,0,1,Personal use only,Clean Title,No,No,No,No,No,2024-04-01,https://www.edmunds.com/toyota/rav4/2020/vin/2T3F1RFV4LW135710/?radius=25,60000,16.0
2021,Toyota,RAV4,LE,25255.0,29030.0,0,1,Personal use,Clean Title,No,No,No,No,No,,https://www.edmunds.com/toyota/rav4/2021/vin/2T3G1RFV3MC183934/?radius=25,45000,
2021,Toyota,RAV4,XLE,25259.0,38041.0,0,1,Personal use,Clean Title,No,No,No,No,No,2024-02-01,https://www.edmunds.com/toyota/rav4/2021/vin/2T3P1RFV6MC176279/?radius=25,45000,76.0
2019,Toyota,RAV4,LE,25277.0,28963.0,0,1,Personal use,Clean Title,No,No,No,No,No,2024-01-10,https://www.edmunds.com/toyota/rav4/2019/vin/2T3G1RFV4KW047615/?radius=25,75000,98.0
2021,Toyota,RAV4,LE,25365.0,19001.0,0,1,Personal use,Clean Title,No,No,No,No,No,2024-02-20,https://www.edmunds.com/toyota/rav4/2021/vin/2T3F1RFVXMC189290/?radius=25,45000,57.0
2020,Toyota,RAV4,XLE,25409.0,52574.0,0,1,Personal use,Clean Title,No,No,No,No,Yes,2024-02-28,https://www.edmunds.com/toyota/rav4/2020/vin/2T3P1RFV9LW110600/?radius=25,60000,49.0
2019,Toyota,RAV4,XLE,25466.0,65101.0,0,1,Personal use only,Clean Title,No,No,No,No,No,2024-04-05,https://www.edmunds.com/toyota/rav4/2019/vin/JTMA1RFV7KD008939/?radius=25,75000,12.0
2020,Toyota,RAV4,LE,25478.0,23912.0,0,1,Personal use,Clean Title,No,No,No,No,No,2024-02-04,https://www.edmunds.com/toyota/rav4/2020/vin/2T3G1RFV1LW133210/?radius=25,60000,73.0
2021,Toyota,RAV4,LE,25492.0,31014.0,0,1,Personal use,Clean Title,No,No,No,No,No,2024-02-21,https://www.edmunds.com/toyota/rav4/2021/vin/2T3F1RFVXMC201082/?radius=25,45000,56.0
2020,Toyota,RAV4,LE,25495.0,18785.0,0,1,Personal use,Clean Title,No,No,No,No,No,2023-10-05,https://www.edmunds.com/toyota/rav4/2020/vin/2T3F1RFVXLW133766/?radius=25,60000,195.0
2021,Toyota,RAV4,LE,25495.0,35110.0,0,1,Personal use,Clean Title,No,No,No,No,Yes,2024-03-28,https://www.edmunds.com/toyota/rav4/2021/vin/2T3F1RFV1MC171132/?radius=25,45000,20.0
2021,Toyota,RAV4,LE,25521.0,28986.0,0,1,Personal use,Clean Title,No,No,No,No,No,2023-12-30,https://www.edmunds.com/toyota/rav4/2021/vin/2T3F1RFVXMC194523/?radius=25,45000,109.0
2021,Toyota,RAV4,XLE,25576.0,26327.0,0,1,Personal use,Clean Title,No,No,No,No,No,2024-03-13,https://www.edmunds.com/toyota/rav4/2021/vin/2T3P1RFV6MC181370/?radius=25,45000,35.0
